Actual;Prediction;SHAP Supporting Fidelity;SHAP Contrary Fidelity;LIME Supporting Fidelity;LIME Contrary Fidelity
21.2;21.264029;1.0;0.0;1.0;0.0
22.6;23.515162;1.0;0.0;1.0;0.0
20.5;21.360197;1.0;0.0;1.0;0.0
44.0;45.328087;1.0;0.0;1.0;0.0
20.6;21.904545;1.0;0.0;1.0;0.0
32.4;28.659107;1.0;0.0;1.0;0.0
17.6;17.368387;1.0;0.0;1.0;0.0
28.4;23.8348;1.0;0.0;1.0;0.0
18.9;20.873198;1.0;0.0;1.0;0.0
12.7;10.365759;1.0;0.0;1.0;0.0
34.9;34.113327;1.0;0.0;1.0;0.0
24.1;22.158888;1.0;0.0;1.0;0.0
21.2;21.696754;1.0;0.0;1.0;0.0
22.0;25.91394;1.0;0.0;1.0;0.0
20.0;22.96043;1.0;0.0;1.0;0.0
27.9;25.006676;1.0;0.0;1.0;0.0
24.3;20.695963;1.0;0.0;1.0;0.0
22.7;18.982637;1.0;0.0;1.0;0.0
7.2;3.2864835;1.0;0.0;1.0;0.0
37.0;33.256386;1.0;0.0;1.0;0.0
23.4;19.425476;1.0;0.0;1.0;0.0
43.1;44.912045;1.0;0.0;1.0;0.0
20.6;18.36572;1.0;0.0;1.0;0.0
20.6;17.078276;1.0;0.0;1.0;0.0
19.8;24.301403;1.0;0.0;1.0;0.0
28.7;24.9017;1.0;0.0;1.0;0.0
11.7;13.209164;1.0;0.0;1.0;0.0
20.2;19.187925;1.0;0.0;1.0;0.0
18.1;17.289179;1.0;0.0;1.0;0.0
22.5;19.036783;1.0;0.0;1.0;0.0
50.0;31.506464;1.0;0.0;1.0;0.0
28.7;31.428392;1.0;0.0;1.0;0.0
22.2;24.031372;1.0;0.0;1.0;0.0
16.1;25.587025;1.0;0.0;1.0;0.0
24.8;29.119236;1.0;0.0;1.0;0.0
15.6;16.812073;1.0;0.0;1.0;0.0
13.9;11.567;1.0;0.0;1.0;0.0
37.3;33.379307;1.0;0.0;1.0;0.0
19.9;19.200207;1.0;0.0;1.0;0.0
22.0;24.55587;1.0;0.0;1.0;0.0
31.1;24.428392;1.0;0.0;1.0;0.0
20.0;15.602899;1.0;0.0;1.0;0.0
20.4;17.78336;1.0;0.0;1.0;0.0
8.4;14.179167;1.0;0.0;1.0;0.0
13.3;13.623966;1.0;0.0;1.0;0.0
19.5;15.500982;1.0;0.0;1.0;0.0
18.7;18.069456;1.0;0.0;1.0;0.0
24.2;25.019642;1.0;0.0;1.0;0.0
50.0;40.944878;1.0;0.0;1.0;0.0
17.9;6.3957624;1.0;0.0;1.0;0.0
31.5;29.731348;1.0;0.0;1.0;0.0
18.9;16.779396;1.0;0.0;1.0;0.0
23.7;25.356195;1.0;0.0;1.0;0.0
8.3;9.383956;1.0;0.0;1.0;0.0
21.4;24.657349;1.0;0.0;1.0;0.0
23.2;24.232977;1.0;0.0;1.0;0.0
19.2;19.898909;1.0;0.0;1.0;0.0
26.6;28.15752;1.0;0.0;1.0;0.0
35.2;41.149696;1.0;0.0;1.0;0.0
10.4;20.596643;1.0;0.0;1.0;0.0
12.3;11.601609;1.0;0.0;1.0;0.0
11.9;19.832495;1.0;0.0;1.0;0.0
24.0;21.983805;1.0;0.0;1.0;0.0
50.0;45.32647;1.0;0.0;1.0;0.0
21.2;24.620726;1.0;0.0;1.0;0.0
29.6;28.256006;1.0;0.0;1.0;0.0
18.8;21.360197;1.0;0.0;1.0;0.0
21.7;16.231056;1.0;0.0;1.0;0.0
23.1;24.689377;1.0;0.0;1.0;0.0
27.5;21.905819;1.0;0.0;1.0;0.0
36.5;33.818676;1.0;0.0;1.0;0.0
50.0;33.201508;1.0;0.0;1.0;0.0
16.7;14.275944;1.0;0.0;1.0;0.0
11.7;15.390741;1.0;0.0;1.0;0.0
30.1;28.2323;1.0;0.0;1.0;0.0
45.4;45.869858;1.0;0.0;1.0;0.0
14.1;19.066656;1.0;0.0;1.0;0.0
31.5;30.647514;1.0;0.0;1.0;0.0
22.6;27.438305;1.0;0.0;1.0;0.0
7.2;11.106999;1.0;0.0;1.0;0.0
19.1;23.617767;1.0;0.0;1.0;0.0
30.1;24.414509;1.0;0.0;1.0;0.0
32.0;34.11223;1.0;0.0;1.0;0.0
20.3;20.07779;1.0;0.0;1.0;0.0
22.7;22.823675;1.0;0.0;1.0;0.0
23.0;21.613142;1.0;0.0;1.0;0.0
16.5;10.621211;1.0;0.0;1.0;0.0
13.4;13.887883;1.0;0.0;1.0;0.0
14.9;16.171888;1.0;0.0;1.0;0.0
24.5;25.312143;1.0;0.0;1.0;0.0
50.0;39.220367;1.0;0.0;1.0;0.0
15.2;19.786772;1.0;0.0;1.0;0.0
29.8;29.713795;1.0;0.0;1.0;0.0
19.3;22.781809;1.0;0.0;1.0;0.0
22.8;26.995396;1.0;0.0;1.0;0.0
25.0;25.863487;1.0;0.0;1.0;0.0
21.1;27.64983;1.0;0.0;1.0;0.0
22.0;21.905636;1.0;0.0;1.0;0.0
24.6;23.777706;1.0;0.0;1.0;0.0
22.9;23.206099;1.0;0.0;1.0;0.0
23.5;24.673552;1.0;0.0;1.0;0.0
23.3;23.480846;1.0;0.0;1.0;0.0
27.5;27.62753;1.0;0.0;1.0;0.0
19.3;22.791729;1.0;0.0;1.0;0.0
24.3;26.94374;1.0;0.0;1.0;0.0
50.0;43.329617;1.0;0.0;1.0;0.0
31.6;35.98016;1.0;0.0;1.0;0.0
24.0;24.67865;1.0;0.0;1.0;0.0
14.3;16.961958;1.0;0.0;1.0;0.0
30.7;30.891808;1.0;0.0;1.0;0.0
35.4;34.477512;1.0;0.0;1.0;0.0
32.5;32.777714;1.0;0.0;1.0;0.0
8.4;4.335354;1.0;0.0;1.0;0.0
