Actual;Prediction;SHAP Precision;SHAP Recall;SHAP Single Explanation Precision;SHAP Single Explanation Recall;LIME Precision;LIME Recall;LIME Single Explanation Precision;LIME Single Explanation Recall;SHAP Supporting Fidelity;SHAP Contrary Fidelity;LIME Supporting Fidelity;LIME Contrary Fidelity
126;109.66666666666669;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7714285714285714;1.;0.;1.;0.
136;130.66666666666666;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.76;1.;0.;1.;0.
30;47.0;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.6666666666666666;1.0;0.7333333333333333;1.;0.;1.;0.
407;344.5;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8666666666666666;1.;0.;1.;0.
6;5.0;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.75;1.;0.;1.;0.
223;169.6;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.675;1.;0.;1.;0.
46;32.8;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8142857142857143;1.;0.;1.;0.
3;5.0;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.7111111111111111;1.;0.;1.;0.
29;40.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8;1.;0.;1.;0.
3;2.4;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.75;1.;0.;1.;0.
248;231.0;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.74;1.;0.;1.;0.
13;11.4;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8875;1.;0.;1.;0.
204;184.8;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8166666666666668;1.;0.;1.;0.
108;46.0;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.7714285714285715;1.;0.;1.;0.
17;25.0;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;1.0;1.0;0.8285714285714285;1.;0.;1.;0.
846;781.75;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.75;1.;0.;1.;0.
326;391.3333333333333;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7666666666666666;1.;0.;1.;0.
579;588.4;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7555555555555555;1.;0.;1.;0.
14;5.25;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7666666666666666;1.;0.;1.;0.
47;67.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7;1.;0.;1.;0.
388;524.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.6666666666666666;1.0;0.7444444444444445;1.;0.;1.;0.
101;147.66666666666666;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7999999999999999;1.;0.;1.;0.
151;112.0;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333333;1.;0.;1.;0.
39;23.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.;0.;1.;0.
48;36.5;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.8100000000000002;1.;0.;1.;0.
193;349.8333333333333;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.711111111111111;1.;0.;1.;0.
116;153.0;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.8375;1.;0.;1.;0.
106;105.33333333333331;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;1.0;1.0;0.9;1.;0.;1.;0.
589;572.5;1.0;0.875;1.0;0.875;1.0;1.0;1.0;0.9625;1.;0.;1.;0.
202;185.8333333333333;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.72;1.;0.;1.;0.
559;527.5;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8333333333333334;1.;0.;1.;0.
350;484.4;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.8;1.;0.;1.;0.
367;324.0;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.725;1.;0.;1.;0.
30;40.0;1.0;0.75;1.0;0.75;1.0;0.625;1.0;0.7;1.;0.;1.;0.
4;3.0;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.7875;1.;0.;1.;0.
116;115.75;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.74;1.;0.;1.;0.
566;434.6666666666667;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;1.;0.;1.;0.
29;43.2;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8111111111111111;1.;0.;1.;0.
275;214.3333333333333;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.7888888888888889;1.;0.;1.;0.
48;63.0;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.76;1.;0.;1.;0.
159;94.0;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.7714285714285715;1.;0.;1.;0.
468;562.0;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.7625;1.;0.;1.;0.
4;3.4;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7625;1.;0.;1.;0.
238;247.4;1.0;0.8;1.0;0.8;1.0;0.7;1.0;0.74;1.;0.;1.;0.
88;94.16666666666669;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8666666666666668;1.;0.;1.;0.
476;465.6666666666667;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.7375;1.;0.;1.;0.
475;487.75;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.725;1.;0.;1.;0.
220;206.66666666666663;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.8125;1.;0.;1.;0.
123;107.0;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.85;1.;0.;1.;0.
228;210.5;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8375;1.;0.;1.;0.
178;196.0;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.775;1.;0.;1.;0.
556;559.1666666666666;1.0;0.7272727272727273;1.0;0.7272727272727273;1.0;0.8181818181818182;1.0;0.7272727272727273;1.;0.;1.;0.
13;8.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.657142857142857;1.;0.;1.;0.
174;221.25;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.7571428571428571;1.;0.;1.;0.
70;76.0;1.0;0.75;1.0;0.75;1.0;1.0;1.0;0.8125;1.;0.;1.;0.
141;135.33333333333334;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.74;1.;0.;1.;0.
152;188.0;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.775;1.;0.;1.;0.
30;75.16666666666667;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8;1.;0.;1.;0.
322;351.5;1.0;0.8;1.0;0.8;1.0;0.7;1.0;0.72;1.;0.;1.;0.
114;196.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.5714285714285714;1.0;0.7142857142857142;1.;0.;1.;0.
23;100.0;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.8;1.;0.;1.;0.
118;158.5;1.0;1.0;1.0;1.0;1.0;0.875;1.0;0.8375;1.;0.;1.;0.
409;325.25;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.7375;1.;0.;1.;0.
7;16.666666666666668;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.825;1.;0.;1.;0.
297;270.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.825;1.;0.;1.;0.
187;185.8333333333333;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.73;1.;0.;1.;0.
733;712.6;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.711111111111111;1.;0.;1.;0.
326;372.0;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8375;1.;0.;1.;0.
95;190.4;1.0;0.875;1.0;0.875;1.0;0.625;1.0;0.7375;1.;0.;1.;0.
3;3.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7555555555555555;1.;0.;1.;0.
12;26.2;1.0;0.625;1.0;0.625;1.0;0.75;1.0;0.675;1.;0.;1.;0.
61;56.0;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.8200000000000001;1.;0.;1.;0.
60;41.6;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.7833333333333333;1.;0.;1.;0.
280;115.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.775;1.;0.;1.;0.
6;5.4;1.0;0.625;1.0;0.625;1.0;0.75;1.0;0.7;1.;0.;1.;0.
582;591.1666666666666;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.775;1.;0.;1.;0.
23;30.166666666666668;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.73;1.;0.;1.;0.
56;67.25;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.6666666666666666;1.0;0.8333333333333333;1.;0.;1.;0.
88;97.16666666666669;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.7999999999999999;1.;0.;1.;0.
17;29.25;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.8;1.;0.;1.;0.
545;514.3333333333334;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.8142857142857143;1.;0.;1.;0.
589;553.6666666666666;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7222222222222222;1.;0.;1.;0.
419;264.0;1.0;0.75;1.0;0.75;1.0;0.625;1.0;0.7;1.;0.;1.;0.
147;165.8;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.8;1.;0.;1.;0.
61;39.75;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.6666666666666666;1.0;0.7333333333333334;1.;0.;1.;0.
280;274.25;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8;1.;0.;1.;0.
268;344.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.711111111111111;1.;0.;1.;0.
51;56.0;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.8571428571428571;1.0;0.7714285714285714;1.;0.;1.;0.
227;233.5;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7555555555555555;1.;0.;1.;0.
102;115.66666666666669;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.7;1.;0.;1.;0.
144;154.8;1.0;0.5714285714285714;1.0;0.5714285714285714;1.0;0.8571428571428571;1.0;0.857142857142857;1.;0.;1.;0.
82;76.0;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.775;1.;0.;1.;0.
558;630.4;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.8;1.;0.;1.;0.
249;208.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.788888888888889;1.;0.;1.;0.
316;287.75;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.8222222222222222;1.;0.;1.;0.
150;172.33333333333334;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.8888888888888888;1.0;0.8111111111111111;1.;0.;1.;0.
39;61.0;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8333333333333334;1.;0.;1.;0.
423;372.6666666666667;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7333333333333334;1.;0.;1.;0.
300;216.66666666666663;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7714285714285714;1.;0.;1.;0.
172;304.25;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8375;1.;0.;1.;0.
242;205.66666666666663;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.5714285714285714;1.0;0.6714285714285714;1.;0.;1.;0.
72;85.0;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.9166666666666667;1.;0.;1.;0.
69;103.4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8400000000000001;1.;0.;1.;0.
337;452.3333333333333;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.8285714285714285;1.;0.;1.;0.
34;30.166666666666668;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.71;1.;0.;1.;0.
107;132.5;1.0;0.875;1.0;0.875;1.0;0.625;1.0;0.725;1.;0.;1.;0.
634;639.6666666666666;1.0;0.8;1.0;0.8;1.0;0.7;1.0;0.72;1.;0.;1.;0.
28;36.0;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.79;1.;0.;1.;0.
74;86.5;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7777777777777778;1.;0.;1.;0.
348;380.3333333333333;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
428;483.1666666666667;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.8222222222222223;1.;0.;1.;0.
437;331.0;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.73;1.;0.;1.;0.
238;284.4;1.0;0.75;1.0;0.75;1.0;1.0;1.0;0.8375;1.;0.;1.;0.
9;16.666666666666668;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.5714285714285714;1.0;0.6857142857142857;1.;0.;1.;0.
54;45.4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.86;1.;0.;1.;0.
338;309.0;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.75;1.;0.;1.;0.
388;386.0;1.0;0.6;1.0;0.5999999999999999;1.0;0.7;1.0;0.71;1.;0.;1.;0.
203;153.0;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8625;1.;0.;1.;0.
53;53.0;1.0;0.75;1.0;0.75;1.0;0.625;1.0;0.725;1.;0.;1.;0.
84;67.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7285714285714285;1.;0.;1.;0.
143;112.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7857142857142856;1.;0.;1.;0.
367;439.0;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.72;1.;0.;1.;0.
202;220.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.8111111111111111;1.;0.;1.;0.
41;39.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.8125;1.;0.;1.;0.
6;4.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7999999999999999;1.;0.;1.;0.
117;134.66666666666666;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.75;1.;0.;1.;0.
175;146.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7333333333333334;1.;0.;1.;0.
118;106.5;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.85;1.;0.;1.;0.
163;149.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7857142857142857;1.;0.;1.;0.
76;62.0;1.0;0.8;1.0;0.8;1.0;0.8;1.0;0.73;1.;0.;1.;0.
332;380.3333333333333;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.75;1.;0.;1.;0.
223;194.3333333333333;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7375;1.;0.;1.;0.
216;250.0;1.0;0.8;1.0;0.8;1.0;0.9;1.0;0.78;1.;0.;1.;0.
207;182.5;1.0;0.875;1.0;0.875;1.0;0.625;1.0;0.7875;1.;0.;1.;0.
315;226.5;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.6666666666666666;1.0;0.7999999999999999;1.;0.;1.;0.
281;301.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.7999999999999999;1.;0.;1.;0.
30;22.666666666666668;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7;1.;0.;1.;0.
294;258.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.7888888888888889;1.;0.;1.;0.
4;7.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7666666666666666;1.;0.;1.;0.
295;326.6666666666667;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7666666666666666;1.;0.;1.;0.
13;5.0;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.7300000000000001;1.;0.;1.;0.
10;15.75;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7714285714285714;1.;0.;1.;0.
157;156.5;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.8200000000000001;1.;0.;1.;0.
158;154.8;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.8285714285714285;1.;0.;1.;0.
5;2.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777777;1.;0.;1.;0.
178;171.2;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.8;1.;0.;1.;0.
8;15.333333333333334;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.725;1.;0.;1.;0.
2;3.0;1.0;0.5555555555555556;1.0;0.5555555555555556;1.0;0.7777777777777778;1.0;0.7555555555555555;1.;0.;1.;0.
514;493.4;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.775;1.;0.;1.;0.
48;24.0;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.6599999999999999;1.;0.;1.;0.
206;182.0;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.7285714285714285;1.;0.;1.;0.
129;112.33333333333331;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8;1.;0.;1.;0.
420;330.8333333333333;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.757142857142857;1.;0.;1.;0.
224;192.0;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;1.0;1.0;0.8;1.;0.;1.;0.
491;427.3333333333333;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;1.0;0.7142857142857142;1.;0.;1.;0.
102;93.83333333333331;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.9000000000000001;1.;0.;1.;0.
100;115.66666666666669;1.0;0.625;1.0;0.625;1.0;0.75;1.0;0.775;1.;0.;1.;0.
181;122.0;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.8375;1.;0.;1.;0.
156;175.0;1.0;0.875;1.0;0.875;1.0;1.0;1.0;0.8625;1.;0.;1.;0.
12;6.0;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.8888888888888888;1.0;0.8222222222222223;1.;0.;1.;0.
646;719.5;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
608;592.8;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7333333333333333;1.;0.;1.;0.
229;217.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.7857142857142857;1.;0.;1.;0.
80;95.0;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.725;1.;0.;1.;0.
288;296.5;1.0;0.875;1.0;0.875;1.0;0.625;1.0;0.75;1.;0.;1.;0.
193;166.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.8888888888888888;1.0;0.7777777777777778;1.;0.;1.;0.
192;221.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7444444444444445;1.;0.;1.;0.
312;344.5;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8333333333333333;1.;0.;1.;0.
153;155.0;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.7375;1.;0.;1.;0.
206;134.16666666666666;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;1.;0.;1.;0.
488;394.6;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.7714285714285714;1.;0.;1.;0.
10;43.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7142857142857143;1.0;0.6428571428571428;1.;0.;1.;0.
301;272.0;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.7777777777777779;1.;0.;1.;0.
203;196.0;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.6875;1.;0.;1.;0.
232;240.16666666666663;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7555555555555555;1.;0.;1.;0.
322;316.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7;1.;0.;1.;0.
46;84.75;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.7428571428571428;1.;0.;1.;0.
159;195.4;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.775;1.;0.;1.;0.
501;586.0;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7857142857142857;1.;0.;1.;0.
94;56.0;1.0;0.5714285714285714;1.0;0.5714285714285714;1.0;0.8571428571428571;1.0;0.7714285714285714;1.;0.;1.;0.
44;44.2;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.73;1.;0.;1.;0.
543;532.8333333333334;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.7888888888888889;1.;0.;1.;0.
2;1.4;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.7428571428571428;1.;0.;1.;0.
44;45.75;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;1.0;1.0;0.8428571428571429;1.;0.;1.;0.
134;177.2;1.0;0.875;1.0;0.875;1.0;0.875;1.0;0.8125;1.;0.;1.;0.
104;154.8;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.7857142857142858;1.;0.;1.;0.
141;128.6;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;1.0;1.0;0.7857142857142857;1.;0.;1.;0.
98;215.5;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.8333333333333334;1.0;0.7499999999999999;1.;0.;1.;0.
81;127.4;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.7777777777777778;1.0;0.8;1.;0.;1.;0.
137;73.16666666666667;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8142857142857143;1.;0.;1.;0.
356;307.3333333333333;1.0;0.7;1.0;0.7;1.0;0.7;1.0;0.76;1.;0.;1.;0.
151;42.0;1.0;0.75;1.0;0.75;1.0;0.75;1.0;0.7875;1.;0.;1.;0.
404;512.2;1.0;0.875;1.0;0.875;1.0;0.75;1.0;0.75;1.;0.;1.;0.
4;3.8;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8166666666666668;1.;0.;1.;0.
45;55.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7555555555555555;1.;0.;1.;0.
317;359.1666666666667;1.0;0.6;1.0;0.5999999999999999;1.0;0.7;1.0;0.72;1.;0.;1.;0.
292;298.2;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7222222222222222;1.;0.;1.;0.
222;170.66666666666666;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.82;1.;0.;1.;0.
11;11.0;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.7;1.;0.;1.;0.
216;287.75;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.7777777777777778;1.0;0.788888888888889;1.;0.;1.;0.
110;114.8;1.0;0.7;1.0;0.7;1.0;0.8;1.0;0.73;1.;0.;1.;0.
174;238.4;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8571428571428571;1.0;0.8142857142857143;1.;0.;1.;0.
5;10.5;1.0;0.75;1.0;0.75;1.0;0.875;1.0;0.75;1.;0.;1.;0.
228;233.5;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.7222222222222221;1.;0.;1.;0.
210;189.25;1.0;0.8888888888888888;1.0;0.888888888888889;1.0;0.8888888888888888;1.0;0.8111111111111111;1.;0.;1.;0.
342;330.8333333333333;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;0.5714285714285714;1.0;0.7571428571428571;1.;0.;1.;0.
170;195.4;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.775;1.;0.;1.;0.
84;133.33333333333334;1.0;0.6666666666666666;1.0;0.6666666666666667;1.0;0.6666666666666666;1.0;0.6888888888888889;1.;0.;1.;0.
86;67.66666666666667;1.0;0.7142857142857143;1.0;0.7142857142857143;1.0;1.0;1.0;0.8714285714285716;1.;0.;1.;0.
168;124.0;1.0;0.7777777777777778;1.0;0.7777777777777778;1.0;0.6666666666666666;1.0;0.7333333333333333;1.;0.;1.;0.
146;130.66666666666666;1.0;0.8;1.0;0.8;1.0;0.9;1.0;0.8099999999999999;1.;0.;1.;0.
324;128.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9333333333333333;1.;0.;1.;0.
