Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;SHAP Single Explanation Precision;SHAP Single Explanation Recall;LIME Precision;LIME Recall;LIME Single Explanation Precision;LIME Single Explanation Recall;SHAP Supporting Fidelity;SHAP Contrary Fidelity;LIME Supporting Fidelity;LIME Contrary Fidelity
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;1.0;0.95;0.74;0.6696379638447183;0.7285060879030244;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;0.95;0.31111111111111117;0.7237525099382017;0.4855453973685729;1.0;0.0
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.45;0.8468462604879796;0.5086093099087347;1.0;0.0
0;0;0.9947368421052633;1.0;1.0;1.0;1.0;1.0;0.6;0.95;0.39;0.8884701463877169;0.5853339845462565;1.0;0.1636470646558276
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6799999999999999;0.7604557937101665;0.4751505953032156;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.41000000000000003;0.7671010451015838;0.7365445170330956;1.0;0.1598598917539049
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.6166666666666667;0.768183019279739;0.5434696055665139;1.0;0.1652536434977578
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;0.9;0.3111111111111111;0.8144664888887783;0.5800296557241007;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.4;0.7805240634431923;0.5774158381184765;1.0;0.1803646456688937
1;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.4;0.7430456027112133;0.6696770857855483;1.0;0.2338323768463444
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.875;1.0;0.45;0.7649208737358268;0.6696772856235289;1.0;0.1608878631550366
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.6599999999999999;0.7448467649251044;0.5632219481567776;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.5285714285714286;0.829537574997195;0.5138022959878056;1.0;0.1526241534988713
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.5285714285714285;0.728301065784249;0.3770742816835881;1.0;0.2755905511811024
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;0.95;0.5285714285714286;0.7499776955004065;0.464140834290088;0.0598290598290598;0.6924946581196582
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.4;0.6970585483821663;0.6777799261538251;1.0;0.1917074296348336
1;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.4375;0.9079686118479222;0.7362511052166225;1.0;0.1206658973662774
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;1.0;0.3888888888888889;0.8847003701158911;0.7015321497680955;1.0;0.0
0;0;0.9947368421052633;1.0;1.0;1.0;1.0;1.0;0.7;0.95;0.49000000000000005;0.8709480818166555;0.5143267970268963;1.0;0.2299375318111335
1;0;0.65625;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.8;0.3090808767951624;0.1408569397908417;0.9119961302805546;0.3035672056633037
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;1.0;0.3571428571428571;0.814752388774659;0.4180249253960337;1.0;0.0
0;0;0.9947368421052633;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.39;0.7842908270471062;0.5339885771868254;1.0;0.2317271741848554
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;0.95;0.6166666666666667;0.934447920714212;0.6059543369532219;1.0;0.1724371514034963
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6599999999999999;0.7159248296239151;0.5819926116692561;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;1.0;0.34444444444444444;0.6;0.8725794237813467;1.0;0.0
0;0;0.5921908893709328;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.5333333333333333;0.5876958905795215;0.5627174026365813;0.8414466130884042;0.2268368886015944
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.32222222222222224;0.8371869833235434;0.4712803016263322;1.0;0.0
1;0;0.6341463414634146;0.5;0.8888888888888888;0.5;0.888888888888889;1.0;0.7777777777777778;1.0;0.30000000000000004;0.7526189483254379;0.4014360828176819;0.9213164944508228;0.5318910955966795
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.4;0.6051180011978308;0.7699152376715386;1.0;0.1560695421113972
0;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.4625;0.8006196270994056;0.4193499722902342;1.0;0.2440944881889764
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;1.0;0.5285714285714285;0.8354611011152181;0.2801333875494323;1.0;0.0989983069977426
0;0;0.65625;1.0;1.0;1.0;1.0;1.0;0.8;0.95;0.78;0.6774927957772201;0.3350676396912387;0.9413307535203698;0.3682173679992092
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;0.95;0.47142857142857136;0.8109445946057806;0.4098761813719183;1.0;0.0838741534988713
0;0;0.8571428571428571;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;1.0;0.44444444444444436;0.8674790111940298;0.3756211118552536;1.0;0.0732470372460496
1;0;0.5921908893709328;0.0;1.0;0.0;1.0;1.0;0.5;1.0;0.16666666666666669;0.8508962444177313;0.591085649721044;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.42000000000000004;0.612862597080881;0.7568831284631251;1.0;0.1623677065816252
0;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.875;1.0;0.525;0.8733433528782619;0.3094751695508299;1.0;0.1952755905511811
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.38;0.5769981283945207;0.8755477904113691;1.0;0.1529247687113993
1;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.4;0.7340226383990653;0.4946178575910259;1.0;0.1403538133719569
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.5428571428571429;0.7528874474222862;0.6768225902554261;1.0;0.1636216139954853
1;0;0.5921908893709328;0.0;1.0;0.0;1.0;1.0;0.6666666666666666;1.0;0.36666666666666664;0.6585392427654625;0.5880852149508866;0.8414466130884042;0.5068838647518852
1;0;0.5921908893709328;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.45;0.6750779654209884;0.7118967785718;0.8414466130884042;0.2722042663219134
0;0;0.65625;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.6742104035530898;0.3884988125764723;1.0;0.2389343422086435
0;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.875;1.0;0.45;0.684557105010966;0.3097902301358703;1.0;0.2929133858267717
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.6799999999999999;0.767981920861743;0.5701389896822079;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.6;1.0;0.41;0.8302083601470105;0.4714338273666632;1.0;0.1872997687113993
1;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;0.5;1.0;0.18333333333333335;0.7179165422592889;0.8666112598885709;1.0;0.0
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.5833333333333333;0.941255605381166;0.6223963710956348;1.0;0.1590257392017329
1;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.6;1.0;0.38;0.8129920811321687;0.5706664569407098;1.0;0.0697164326660974
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.42857142857142855;0.9;0.3428571428571428;0.9378560953080176;0.543653312206932;1.0;0.0
1;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;0.8333333333333334;1.0;0.25;0.6501200632518728;0.8133017722602152;0.0;0.8
1;0;0.8041237113402062;1.0;1.0;1.0;1.0;1.0;0.875;0.95;0.4125;0.4156572806879554;0.6022740067336576;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;0.95;0.5714285714285714;0.6800313832284655;0.42455137635893;1.0;0.1333733069977426
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.39;0.698863400887115;0.5503677796007065;1.0;0.1569871061655077
1;0;0.7272727272727273;1.0;1.0;1.0;1.0;1.0;0.8;0.95;0.48;0.9746268656716418;0.0422885572139303;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;0.95;0.4222222222222222;0.7366336917889352;0.5214553111036542;1.0;0.0
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.4;0.934184413813418;0.5623463108136679;0.0627605505111075;0.5668485909048924
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.625;1.0;0.425;0.9079686118479222;0.5335685617215621;1.0;0.2011098289437958
1;0;0.65625;1.0;1.0;1.0;1.0;1.0;1.0;0.95;0.6799999999999999;0.5504257224257224;0.3937094503064652;0.9119961302805546;0.3319719858771778
0;0;0.6965174129353234;0.3333333333333333;1.0;0.33333333333333337;1.0;0.0;0.5;0.0;0.5;0.9550650759219088;0.0994042679312388;0.9700433839479392;0.2927486829872946
0;0;0.8041237113402062;1.0;1.0;1.0;1.0;1.0;0.5;0.95;0.375;0.6347858004299722;0.2450987038410351;1.0;0.0
0;0;0.5921908893709328;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;0.95;0.4333333333333333;0.4661176040389315;0.6883200718498484;0.7590636560785814;0.6361021331609568
1;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;0.5;0.0;0.5;1.0;0.3224046909326097;0.8833018867924528;0.5072974665614259
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.6;0.8388727171990453;0.56887264002742;1.0;0.1393864227039447
0;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;0.5;0.0;0.5;0.8887697160883281;0.3355989700991733;0.8887697160883281;0.6883415910844846
0;0;0.65625;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.6068089552006894;0.2915233458686844;1.0;0.232132855934955
1;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.6;0.95;0.4;0.8483472204388648;0.740909066700655;1.0;0.1652982111627629
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.5285714285714285;0.7763718746121266;0.4974614108942467;1.0;0.1182491534988713
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;0.95;0.4;0.8196362666771636;0.6368494227935191;1.0;0.1272851722962972
1;0;0.8571428571428571;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;0.95;0.4222222222222222;0.7523541148424544;0.4826011688353106;1.0;0.048831358164033
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;1.0;0.5142857142857142;0.8990976278099517;0.6732438116185295;1.0;0.0948716139954853
0;0;0.7272727272727273;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.38;1.0;0.2807770961145194;1.0;0.0
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.75;0.95;0.45;0.9597780342112407;0.3972215772030422;1.0;0.2815537605213141
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.28888888888888886;0.786926925686254;0.7584122253470076;1.0;0.0
0;0;0.7272727272727273;1.0;1.0;1.0;1.0;1.0;0.8;0.9;0.5599999999999999;1.0;0.2807770961145194;1.0;0.0
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.38;0.7095957733746725;0.5495994858793183;1.0;0.1934441866368496
1;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;0.8333333333333334;1.0;0.3333333333333333;0.7179165422592889;0.3935826469720874;1.0;0.0
0;0;0.5921908893709328;0.0;1.0;0.0;1.0;1.0;0.8333333333333334;1.0;0.16666666666666669;0.7290667167948476;0.88406456694314;1.0;0.0
0;0;0.8571428571428571;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;0.9;0.33333333333333337;0.6184895833333333;0.5508324430199429;1.0;0.0
1;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;1.0;1.0;0.4333333333333333;0.7593887530096513;0.3573127232021637;0.8414466130884042;0.3765871344551548
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.38;0.6881023119654175;0.4981828086597125;1.0;0.0563758552696864
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.5285714285714285;0.7876455652500177;0.4728384885347881;1.0;0.1526241534988713
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;0.95;0.32222222222222224;0.5397534214252006;0.6978439257278037;1.0;0.0
0;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.3;0.6324120579886202;0.5793028163441886;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;1.0;0.3555555555555555;0.7490308669007274;0.6856720264478273;1.0;0.0
0;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.5;0.94343829126848;0.0919833212472806;1.0;0.1719805194805194
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;0.8;0.9;0.6;0.7891321467753618;0.7082707761786353;1.0;0.0
0;0;0.8041237113402062;1.0;1.0;1.0;1.0;1.0;0.875;0.95;0.4625;0.7078286403439777;0.7077403352769092;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;1.0;0.33333333333333337;0.4630456583294007;0.5724437978943346;0.1578587278106509;0.1871425049309664
0;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;1.0;0.95;0.3;0.6436704345038868;0.6675898297043672;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;0.95;0.3999999999999999;0.9274146660133922;0.6535956743387846;1.0;0.0
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.875;0.95;0.525;0.8020787763767371;0.5386703188623865;0.2637488947833775;0.6844416828533039
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.95;0.4;0.7697224249644088;0.5971108185266805;1.0;0.1791107382550336
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;0.95;0.33333333333333337;0.8593374573398038;0.8146185759794399;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;1.0;0.38888888888888884;0.7521177320033464;0.7340502066667915;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.39;0.7310469159355193;0.698012129608635;1.0;0.1791107382550336
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;0.8;0.95;0.74;0.6286691830490758;0.7328273732891059;1.0;0.0
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;0.95;0.4;0.7552598119451535;0.8345184663900952;1.0;0.1186948975859448
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.5999999999999999;0.6680187442244718;0.6567058391431704;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.41000000000000003;0.7750879747603446;0.5280629045278025;1.0;0.0869831987516475
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.4125;0.8952652188654253;0.5151462909983632;1.0;0.0
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.75;0.95;0.4375;0.8826061279591384;0.4560452109523784;1.0;0.1206658973662774
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.4;0.6750561963976595;0.5500790213040571;1.0;0.032341788140645
0;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.5;0.9222012578616352;0.4855652415166289;0.9611006289308176;0.6893599752722737
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.38;0.7498520230723467;0.8192153251703218;1.0;0.1144230757091419
1;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.5;0.9001233357837132;0.2155212355212355;1.0;0.1080681818181817
0;0;0.8472222222222222;0.5;1.0;0.5;1.0;1.0;0.75;1.0;0.7;0.6277805148832132;0.5881375027081679;0.8576951309028629;0.1081967213114754
0;0;0.8472222222222222;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.425;0.8932713481771472;0.2659307128772722;1.0;0.0
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.5;0.8696811307757604;0.4947605816902614;1.0;0.0
0;0;0.9411764705882352;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;1.0;0.5571428571428572;0.8179611650485437;0.5644332843377429;1.0;0.3138779527559056
0;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;0.8333333333333334;0.95;0.33333333333333337;0.802682521037669;0.604071861248533;0.8766806990687588;0.3511644800984903
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.5285714285714286;0.7931858103589592;0.6354398007941315;1.0;0.2204724409448819
0;0;0.7272727272727273;1.0;1.0;1.0;1.0;1.0;1.0;0.95;0.38;1.0;0.4211656441717791;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.95;0.4;0.6374243110949094;0.852604990979709;1.0;0.2614303691275167
0;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.5;0.8887697160883281;0.5289511370888914;0.845524313826477;0.904706537096984
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;0.95;0.32222222222222224;0.6931689476168004;0.445281192576497;1.0;0.0
0;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.75;0.95;0.325;0.4571971181417767;0.2924932982821596;1.0;0.0
0;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.875;1.0;0.475;0.7579172979089515;0.4694962128162888;1.0;0.1464566929133858
1;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.6;0.6987477056046734;0.4823194924594132;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;1.0;0.3555555555555555;0.8471716844108097;0.7464125182013613;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;0.95;0.3857142857142856;0.890424610465582;0.6280675709048646;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;1.0;0.38888888888888884;0.7622312861140967;0.6208562722475579;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.6;1.0;0.4;0.9557814952085212;0.4223748352213407;1.0;0.1791107382550336
1;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;0.6666666666666666;1.0;0.33333333333333337;0.5319981332192779;0.6429091778144767;0.8590636560785814;0.2605934605934606
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.6;0.6145443934952857;0.4274117033543428;1.0;0.0
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.4;0.91914168785455;0.3984618871628255;1.0;0.1652982111627629
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.42857142857142855;0.85;0.3857142857142857;0.8789218827569029;0.7455681575632035;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.8571428571428571;1.0;0.2571428571428571;1.0;0.51;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.4;0.7829843789078532;0.6343463167111913;1.0;0.161113799167765
0;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;0.5;0.0;0.5;0.7219242902208202;0.3688594181233774;0.944384858044164;0.5141588290274417
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.3571428571428571;0.7660142197508408;0.7387869523048409;1.0;0.0
0;0;0.8472222222222222;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.675;0.8246186342795131;0.3731483558958726;0.8576951309028629;0.370877531340405
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857142857143;1.0;0.37142857142857133;0.8998334149926507;0.6687198278376559;1.0;0.0
1;0;0.6341463414634146;0.5;0.8888888888888888;0.5;0.888888888888889;1.0;0.6666666666666666;0.9;0.32222222222222224;0.7529393978207181;0.4276800023977841;0.9213164944508228;0.464436928142512
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;1.0;0.34444444444444444;0.6765117856907188;0.7612319381303486;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.33333333333333337;0.7830601756523617;0.6628295240777078;1.0;0.0
0;0;0.5921908893709328;0.5;1.0;0.5;1.0;1.0;0.5;0.95;0.2;0.65129945898184;0.5503575955170097;1.0;0.0
1;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.75;0.95;0.3125;0.7380629746006808;0.635582657430979;1.0;0.0
0;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.5;0.9850216919739696;0.3068164011742841;0.9700433839479392;0.3040715288284511
0;0;0.8487584650112867;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.58;0.6721521936186102;0.5278799812968646;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.8888888888888888;1.0;0.4222222222222222;0.8264718749449539;0.4962032227233298;1.0;0.0
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.4333333333333333;0.8880280068249203;0.6971034678612857;1.0;0.0
1;0;0.8769230769230769;1.0;1.0;1.0;1.0;1.0;0.75;0.95;0.3125;0.6788008723328878;0.5829726792792753;1.0;0.0
0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5714285714285714;1.0;0.3714285714285714;0.8275944654313989;0.5706373018255074;1.0;0.0
0;0;0.6965174129353234;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.5;0.9222012578616352;0.3704767760597539;1.0;0.7065036261584114
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.39;0.6918311017292613;0.6233208663368538;1.0;0.1536943907683679
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.45;0.78143404832952;0.5436032056405317;1.0;0.0
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.325;0.8631846271019175;0.5980557632881057;1.0;0.0
0;0;0.9802197802197802;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.6166666666666667;0.771921970109974;0.5484373529031715;1.0;0.112563598300418
0;0;0.7508090614886731;1.0;1.0;1.0;1.0;1.0;0.75;1.0;0.325;0.7625695508941761;0.3006621376294865;1.0;0.0
0;0;0.930648769574944;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;1.0;0.34444444444444444;0.5397534214252006;0.5070014348853128;1.0;0.0
0;0;0.9532908704883228;1.0;1.0;1.0;1.0;1.0;0.7;1.0;0.39;0.8545225905907958;0.7421981458002535;1.0;0.1139445948998862
